case_index,H,D,B,num_segs,seg_lengths,rules,matched_prefix_arr,total_runs,passed,status,mare_min,mare_max,mere_min,mere_max,rmse_min,rmse_max
164,8,64,1,88,1600|8|5x85|1200,0|1|2x86,0,10,10,PASS,5.9660e-01,5.9660e-01,7.2643e-03,7.2643e-03,3.0828e-04,3.0828e-04
165,8,64,1,122,1600|8|5x119|1200,0|1|2x120,0,10,10,PASS,6.3118e-01,6.3118e-01,7.1815e-03,7.1815e-03,3.0710e-04,3.0710e-04
166,8,64,1,131,1600|8|5x128|1200,0|1|2x129,0,10,10,PASS,5.5300e-01,5.5300e-01,7.2732e-03,7.2732e-03,3.0427e-04,3.0427e-04
167,8,64,1,146,1600|8|5x143|1200,0|1|2x144,0,10,10,PASS,5.6530e-01,5.6530e-01,7.2674e-03,7.2674e-03,3.0219e-04,3.0219e-04
168,8,64,1,259,1600|8|5x256|1200,0|1|2x257,0,10,10,PASS,6.3159e-01,6.3159e-01,7.1017e-03,7.1017e-03,2.8261e-04,2.8261e-04
169,8,64,1,515,1600|8|5x512|1200,0|1|2x513,0,10,10,PASS,6.6557e-01,6.6557e-01,6.8644e-03,6.8644e-03,2.5200e-04,2.5200e-04
170,8,64,1,1027,1600|8|5x1024|1200,0|1|2x1025,0,10,10,PASS,5.3332e-01,5.3332e-01,6.4671e-03,6.4671e-03,2.1923e-04,2.1923e-04
171,8,64,1,4,1600|8|4|1200,0|1|2x2,0,10,10,PASS,1.2403e+00,1.2403e+00,7.3927e-03,7.3927e-03,3.2859e-04,3.2859e-04
172,8,64,1,4,1600|8x2|1200,0|1|2x2,0,10,10,PASS,9.5307e-01,9.5307e-01,7.4363e-03,7.4363e-03,3.3382e-04,3.3382e-04
173,8,64,1,4,1600|8|16|1200,0|1|2x2,0,10,10,PASS,5.5950e-01,5.5950e-01,7.4368e-03,7.4368e-03,3.3934e-04,3.3934e-04
174,8,64,1,4,1600|8|32|1200,0|1|2x2,0,10,10,PASS,5.8432e-01,5.8432e-01,7.3267e-03,7.3267e-03,3.2900e-04,3.2900e-04
175,8,64,1,4,1600|8|64|1200,0|1|2x2,0,10,10,PASS,7.2976e-01,7.2976e-01,7.3516e-03,7.3516e-03,3.2839e-04,3.2839e-04
176,8,64,1,4,1600|8|128|1200,0|1|2x2,0,10,10,PASS,6.6924e-01,6.6924e-01,7.3176e-03,7.3176e-03,3.2362e-04,3.2362e-04
177,8,64,1,4,1600|8|256|1200,0|1|2x2,0,10,10,PASS,6.0315e-01,6.0315e-01,7.4117e-03,7.4117e-03,3.1703e-04,3.1703e-04
178,8,64,1,4,1600|8|512|1200,0|1|2x2,0,10,10,PASS,4.6471e-01,4.6471e-01,7.2801e-03,7.2801e-03,3.0940e-04,3.0940e-04
179,8,64,4,67,1600|8|16x64|1024;1600|8|16x64|1024;1600|8|16x64|1024;1600|8|16x64|1024,0|1|2x65,0x4,10,10,PASS,7.0587e-01,7.0587e-01,7.1287e-03,7.1287e-03,2.9489e-04,2.9489e-04
180,8,64,2,67,2400|8|16x64|1200;2400|8|16x64|1200,0|1|2x65,0x2,10,10,PASS,9.2769e-01,9.2769e-01,6.9529e-03,6.9529e-03,2.7112e-04,2.7112e-04
181,8,64,1,67,2000|8|16x64|1200,0|1|2x65,0,10,10,PASS,5.3206e-01,5.3206e-01,6.9776e-03,6.9776e-03,2.7846e-04,2.7846e-04
182,8,64,2,131,1600|8|16x128|1024;1600|8|16x128|1024,0|1|2x129,0x2,10,10,PASS,8.6955e-01,8.6955e-01,6.9050e-03,6.9050e-03,2.6525e-04,2.6525e-04
183,8,64,1,131,3200|8|16x128|1024,0|1|2x129,0,10,10,PASS,4.8169e-01,4.8169e-01,6.6876e-03,6.6876e-03,2.3876e-04,2.3876e-04
184,8,64,1,259,1600|8|16x256|1024,0|1|2x257,0,10,10,PASS,6.7755e-01,6.7755e-01,6.6556e-03,6.6556e-03,2.3332e-04,2.3332e-04
185,8,64,1,515,2000|8|16x512|1200,0|1|2x513,0,10,10,PASS,5.6869e-01,5.6869e-01,6.2005e-03,6.2005e-03,1.8970e-04,1.8970e-04
186,8,64,2,67,1600|8|32x64|1200;1600|8|32x64|1200,0|1|2x65,0x2,10,10,PASS,6.0451e-01,6.0451e-01,6.8826e-03,6.8826e-03,2.6511e-04,2.6511e-04
187,8,64,2,67,3200|8|64x64|1200;3200|8|64x64|1200,0|1|2x65,0x2,10,10,PASS,5.7292e-01,5.7292e-01,6.4484e-03,6.4484e-03,2.1257e-04,2.1257e-04
188,8,64,1,67,3200|8|64x64|1800,0|1|2x65,0,10,10,PASS,5.3253e-01,5.3253e-01,6.4284e-03,6.4284e-03,2.0548e-04,2.0548e-04
189,8,64,1,67,1600|8|128x64|1200,0|1|2x65,0,10,10,PASS,5.6508e-01,5.6508e-01,6.1863e-03,6.1863e-03,1.9250e-04,1.9250e-04
190,8,64,2,131,3200|8|32x128|1800;3200|8|32x128|1800,0|1|2x129,0x2,10,10,PASS,9.2526e-01,9.2526e-01,6.4024e-03,6.4024e-03,2.0761e-04,2.0761e-04
191,8,64,1,131,2400|8|32x128|1200,0|1|2x129,0,10,10,PASS,7.8607e-01,7.8607e-01,6.5137e-03,6.5137e-03,2.1841e-04,2.1841e-04
192,8,64,1,131,2000|8|64x128|1800,0|1|2x129,0,10,10,PASS,5.6767e-01,5.6767e-01,6.1808e-03,6.1808e-03,1.8596e-04,1.8596e-04
193,8,64,1,259,1600|8|32x256|1024,0|1|2x257,0,10,10,PASS,5.6091e-01,5.6091e-01,6.2847e-03,6.2847e-03,1.9268e-04,1.9268e-04
194,8,64,4,35,1600|8|5x32|1800;1600|8|5x32|1800;1600|8|5x32|1800;1600|8|5x32|1800,0|1|2x33,0x4,10,10,PASS,8.3836e-01,8.3836e-01,7.3047e-03,7.3047e-03,3.0584e-04,3.0584e-04
195,8,64,2,35,1600|8|5x32|2048;1600|8|5x32|2048,0|1|2x33,0x2,10,10,PASS,8.8424e-01,8.8424e-01,7.2259e-03,7.2259e-03,2.9738e-04,2.9738e-04
196,8,64,1,35,2400|8|5x32|1024,0|1|2x33,0,10,10,PASS,5.6402e-01,5.6402e-01,7.1175e-03,7.1175e-03,2.9543e-04,2.9543e-04
197,8,64,2,35,1600|8|7x32|2048;1600|8|7x32|2048,0|1|2x33,0x2,10,10,PASS,7.1158e-01,7.1158e-01,7.2349e-03,7.2349e-03,2.9548e-04,2.9548e-04
198,8,64,1,35,2400|8|7x32|1800,0|1|2x33,0,10,10,PASS,5.8882e-01,5.8882e-01,6.9926e-03,6.9926e-03,2.7802e-04,2.7802e-04
199,8,64,2,35,1600|8|10x32|1200;1600|8|10x32|1200,0|1|2x33,0x2,10,10,PASS,7.3355e-01,7.3355e-01,7.3186e-03,7.3186e-03,3.1563e-04,3.1563e-04
200,8,64,1,35,2000|8|10x32|1800,0|1|2x33,0,10,10,PASS,5.1817e-01,5.1817e-01,7.1551e-03,7.1551e-03,2.8521e-04,2.8521e-04
201,8,64,1,35,2400|8|12x32|1200,0|1|2x33,0,10,10,PASS,1.3082e+00,1.3082e+00,7.0918e-03,7.0918e-03,2.8555e-04,2.8555e-04
202,8,64,1,35,2000|8|15x32|1024,0|1|2x33,0,10,10,PASS,6.8015e-01,6.8015e-01,7.2068e-03,7.2068e-03,2.9843e-04,2.9843e-04
203,8,64,2,53,3200|8|5x50|1024;3200|8|5x50|1024,0|1|2x51,0x2,10,10,PASS,5.9948e-01,5.9948e-01,6.9676e-03,6.9676e-03,2.7388e-04,2.7388e-04
204,8,64,1,53,3200|8|5x50|1024,0|1|2x51,0,10,10,PASS,9.2550e-01,9.2550e-01,6.9854e-03,6.9854e-03,2.6974e-04,2.6974e-04
205,8,64,1,53,1600|8|7x50|1800,0|1|2x51,0,10,10,PASS,5.5775e-01,5.5775e-01,7.1757e-03,7.1757e-03,2.9886e-04,2.9886e-04
206,8,64,1,53,3200|8|10x50|1024,0|1|2x51,0,10,10,PASS,5.1643e-01,5.1643e-01,6.7675e-03,6.7675e-03,2.6470e-04,2.6470e-04
207,8,64,1,53,1600|8|12x50|1024,0|1|2x51,0,10,10,PASS,5.1736e-01,5.1736e-01,7.2432e-03,7.2432e-03,3.1001e-04,3.1001e-04
208,8,64,1,53,2000|8|15x50|1200,0|1|2x51,0,10,10,PASS,7.8373e-01,7.8373e-01,7.0603e-03,7.0603e-03,2.8776e-04,2.8776e-04
209,8,64,1,67,1600|8|5x64|1800,0|1|2x65,0,10,10,PASS,5.5459e-01,5.5459e-01,7.2419e-03,7.2419e-03,2.9604e-04,2.9604e-04
210,8,64,1,67,3200|8|7x64|2048,0|1|2x65,0,10,10,PASS,6.5073e-01,6.5073e-01,6.7824e-03,6.7824e-03,2.4933e-04,2.4933e-04
211,8,64,1,67,2400|8|10x64|2048,0|1|2x65,0,10,10,PASS,5.4749e-01,5.4749e-01,6.9588e-03,6.9588e-03,2.6054e-04,2.6054e-04
212,8,64,1,67,1600|8|12x64|1800,0|1|2x65,0,10,10,PASS,7.7592e-01,7.7592e-01,7.1085e-03,7.1085e-03,2.8340e-04,2.8340e-04
213,8,64,1,67,2400|8|15x64|2048,0|1|2x65,0,10,10,PASS,7.8103e-01,7.8103e-01,6.8978e-03,6.8978e-03,2.5307e-04,2.5307e-04
214,8,64,1,4,1600|8|5|1200,0|1|2x2,128,10,10,PASS,4.1481e-01,4.1481e-01,7.4186e-03,7.4186e-03,2.6539e-04,2.6539e-04
215,8,64,1,4,1600|8|5|1200,0|1|2x2,256,10,10,PASS,4.9354e-01,4.9354e-01,7.3209e-03,7.3209e-03,2.4786e-04,2.4786e-04
216,8,64,1,4,1600|8|5|1200,0|1|2x2,512,500,500,PASS,2.7940e-01,5.8179e-01,7.1508e-03,7.3927e-03,2.2232e-04,2.2623e-04
217,8,64,1,4,1600|8|5|1200,0|1|2x2,1024,10,10,PASS,4.0528e-01,4.0528e-01,7.1724e-03,7.1724e-03,2.0506e-04,2.0506e-04
218,8,64,1,7,1600|8|5x4|1200,0|1|2x5,128,10,10,PASS,4.5942e-01,4.5942e-01,7.3904e-03,7.3904e-03,2.6886e-04,2.6886e-04
219,8,64,1,7,1600|8|5x4|1200,0|1|2x5,256,10,10,PASS,4.9279e-01,4.9279e-01,7.3690e-03,7.3690e-03,2.4596e-04,2.4596e-04
220,8,64,1,7,1600|8|5x4|1200,0|1|2x5,512,10,10,PASS,4.3039e-01,4.3039e-01,7.2875e-03,7.2875e-03,2.2404e-04,2.2404e-04
221,8,64,1,7,1600|8|5x4|1200,0|1|2x5,1024,10,10,PASS,3.4103e-01,3.4103e-01,7.1677e-03,7.1677e-03,2.0378e-04,2.0378e-04
222,8,64,1,11,1600|8|5x8|1200,0|1|2x9,128,10,10,PASS,6.9652e-01,6.9652e-01,7.3680e-03,7.3680e-03,2.6581e-04,2.6581e-04
223,8,64,1,11,1600|8|5x8|1200,0|1|2x9,256,10,10,PASS,4.4980e-01,4.4980e-01,7.2574e-03,7.2574e-03,2.4642e-04,2.4642e-04
224,8,64,1,11,1600|8|5x8|1200,0|1|2x9,512,10,10,PASS,2.8361e-01,2.8361e-01,7.2641e-03,7.2641e-03,2.2201e-04,2.2201e-04
225,8,64,1,11,1600|8|5x8|1200,0|1|2x9,1024,10,10,PASS,3.1633e-01,3.1633e-01,7.1161e-03,7.1161e-03,2.0269e-04,2.0269e-04
226,8,64,1,19,1600|8|5x16|1200,0|1|2x17,128,10,10,PASS,4.6309e-01,4.6309e-01,7.4275e-03,7.4275e-03,2.6300e-04,2.6300e-04
227,8,64,1,19,1600|8|5x16|1200,0|1|2x17,256,10,10,PASS,5.5807e-01,5.5807e-01,7.4207e-03,7.4207e-03,2.4332e-04,2.4332e-04
228,8,64,1,19,1600|8|5x16|1200,0|1|2x17,512,10,10,PASS,2.9959e-01,2.9959e-01,7.1914e-03,7.1914e-03,2.2162e-04,2.2162e-04
229,8,64,1,19,1600|8|5x16|1200,0|1|2x17,1024,10,10,PASS,3.8765e-01,3.8765e-01,7.0735e-03,7.0735e-03,2.0123e-04,2.0123e-04
230,8,64,1,35,1600|8|5x32|1200,0|1|2x33,128,10,10,PASS,3.9967e-01,3.9967e-01,7.3976e-03,7.3976e-03,2.6060e-04,2.6060e-04
231,8,64,1,35,1600|8|5x32|1200,0|1|2x33,256,10,10,PASS,4.2674e-01,4.2674e-01,7.3282e-03,7.3282e-03,2.4258e-04,2.4258e-04
232,8,64,1,35,1600|8|5x32|1200,0|1|2x33,512,10,10,PASS,3.6544e-01,3.6544e-01,7.1726e-03,7.1726e-03,2.1933e-04,2.1933e-04
233,8,64,1,35,1600|8|5x32|1200,0|1|2x33,1024,10,10,PASS,2.4081e-01,2.4081e-01,7.1410e-03,7.1410e-03,1.9816e-04,1.9816e-04
234,8,64,2,7,1600|8|5x4|1200;1600|8|5x4|1200,0|1|2x5,128x2,10,10,PASS,4.9064e-01,4.9064e-01,7.3368e-03,7.3368e-03,2.6574e-04,2.6574e-04
235,8,64,2,7,1600|8|5x4|1200;1600|8|5x4|1200,0|1|2x5,512x2,10,10,PASS,4.4540e-01,4.4540e-01,7.2564e-03,7.2564e-03,2.2272e-04,2.2272e-04
236,8,64,4,11,1600|8|5x8|1200;1600|8|5x8|1200;1600|8|5x8|1200;1600|8|5x8|1200,0|1|2x9,256x4,10,10,PASS,5.8498e-01,5.8498e-01,7.2811e-03,7.2811e-03,2.4540e-04,2.4540e-04
237,8,64,4,11,1600|8|5x8|1200;1600|8|5x8|1200;1600|8|5x8|1200;1600|8|5x8|1200,0|1|2x9,1024x4,10,10,PASS,3.7244e-01,3.7244e-01,7.1175e-03,7.1175e-03,2.0163e-04,2.0163e-04
238,8,64,2,150,1600|8|4|14|6|4|10|5|14x2|15|8|7|11|5|7|6|15|12x3|15|6|12|13x2|3|6|23|14|12|9|5|6|15|6|12|11|10|15|10|14x2|10|14|13|7|15|11|9|13|7|6|3|7|14|7|6|11|4|14|6|12|11x2|8|2|11|10|15x2|9|5|15|5|6|14x2|3|9|13|8|12|14|15|5|11|9x2|7|8|7|13|12|5|8|12|13|12|13|15|3|11|10|6|14|10|11|14|6|47|49|10|4|12|10|12|7|12|8|14|13|15|13|15|2|15|11|5|12|15|9|7|15|9|7|5|14|7|14|7|5|11|13|6|15|11|22|15|2048;1600|8|6|13|37|7|6|7|38|9|29|13|21|5|11|10|13|5|6|8|12|15|9|15|8|35|14|10|12|9|14x2|13|16|5|11|15|22|5|15|10|7|6|17|14|5|8|6|14|9|11|9|6|10|34|8|2|7|9|10|3|4|11|9|5|15|10|14|7|12|14|11|5|3|11|13|15|47|11|6x2|7|13|8|10|6|8|3|6|8|12|11|12|15|14|15|6|8|12|8|13|9|13|15x2|7|11|10|15|11x2|13|5|7|47|8|6|10|6|3|12|22|10|11|15|29|10|6|13|10|5|12|13|11|12|10|9|5|14|15|13|14|6|13|11|7|8|13|12|1800,0|1|2x148,0x2,10,10,PASS,6.1634e-01,6.1634e-01,6.9583e-03,6.9583e-03,2.6078e-04,2.6078e-04
239,8,64,4,230,2000|8|13|9|8|6|8|13|5|11|6|13x2|7|15|8|11x2|5x2|9|10|11|15|6|8|6|10|8|11|7|9|7|6|14|6|5|7x2|9|13|8|11x2|10|11|5|8|14|10|9|21|12|13|10|5|43|7|8|6x2|12|9|5|11|14|21|11|10x2|11|13|11|2|5|14|38|14|10|13|8x2|14|9|7|10|15|14|8|15|8|9x2|12|4|11|5|10|6|8|4|14|13|5|15|8|6|8|15|11|13|8|4|5|13|6|7|11|5|8|11|8|15|13|14|9|14|3|8|6|10|13|11|15|14x2|8|12|14|15|5|13|3|14|13|7|9|23|10|20|9x2|12|9|15|11|12|9x2|6|8|14|11|5|15|14|5|15|10|12|13|6|10|7|5|8|15|5|10|7|2|5|8|50|6|3|13|12|15|9|7|10|6|12|14|15|8|14|11|8x2|9|7|13|8x2|4|15|9|13|7|9|8|7x2|10|14|10|6|12|7|2|19|5|10|5|11|3|6|2048;3200|8|5|7|12|7|11|9|10|11|6|14|10|6|9|15|12x2|6|8|15|8|5|6|11|8|6|11|12|7|9|41|14|8|5|14|9|6|8|12|14|15|10|5|15|7|9|8|11x2|5|10|9|11|5|13|12|7|14|12|2|13|22|11|5|15|22|15|13|9|10|15x2|5|9|15|6|12|15|8|11|5|6|24|26|11|7|8|6|7|8|6|13|49|11|6|15|5|15|13|15|9|15|6|9|11x2|14|15|5|9|13|6|5|12x2|9|7|3|7|5|8x2|2|7|6|10|13|7|13x2|12|2|4|14|12|7|2|46|7|8|14|10|11|10|13|21|8|15|6|11x2|5|10|12|13|5|14|13|10|7|6|4|10|8|14|2|13x2|7|9x2|10|8|38|7|11|7|5|11|7|14x2|10|7|9|15|12|7|10|12|5|14|9|5|13x2|8|6|5|31|6|8|6|9|11|6|7|15|5|33|8|6|9|14|6|14|10|12|10|7|13|11|9|13|10x2|8|6|1800;2000|8|11|3|9|4|7|11|8|13|5|6|10|8|14|9|6|11|9|10|6|14|8|5|12|11|15|7|10|14|12|15x2|9|15|8|7|13|7|9|12x2|13|14|13|12|15|11|15x2|5|7|12|11|14|11|13|6|11|32|5|7|13|10|14|43|5|7|8|7|18|7|12|10|6|12|8|5|8|34|15|8|14|15|6|11|12|2|10x3|9|7|2|15|12|13|12|8|11x2|10x2|6|13x2|10|15|5|15|14|5|11|8|12x2|9|12|8x2|6|15x3|11|4|6|23|11|5x2|30|13|9|10|8|6|8|7|6|41|5x2|13|14|9|43|14|7|9|12|11|5|12|5|15|8|9|12|5|15|10|11|15x2|11|13|11|13|12|7|15|7|15|11|14|8|6|11|5|14|15|13|15|9|5|15x2|10|43|12|13|9|7|15|4|12|13|10|11x2|9|7x2|11|15|10|12|19|14|7|14|12|10|11|45|12|9|12x2|15x2|9|7|8|9|6|11|9|1200;2000|8|2|15|13|6|12|5|14|7x2|10|8|10|13|29|14|35|12|14|29|4|11|14x3|12|7|8|50|6|15x2|11|14|6|12|10|13|7|3|8|10|13|10|14|7|11x2|8|15|11|15|14|5|6|10|15x2|14|5|11|15|4|14|6|5x2|7|42|14|6|3|15|5|7|15|11|6|10x2|11|13|10|8|10|6|7|13|9|7|8|7|10|9|8|11|13|14|8|3|2|7|6|7x2|14|7|11|9|15|12|8|14|9|2|12|11|2|8|11|7|11|7|10|2|15|8|5|6x2|10|8|10|9|13|9|15|8|2|13x2|6|11x2|15|8|11|9|12|8|10|3|13|9|5|12|8|13|7|15|5|7|5|7|13|12|7|5|15|5|11|14|7|44|12|11x2|8|6|8x2|15|5|14|7|15|10|12|9|11x2|14|11|13|29|50|13|15|11|10|31|7|11|10|6|5|14x2|12|7|8|12|6|8|10|7|12|9|13|14|13x2|15|5|7|6|12|8|1200,0|1|2x228,0x4,10,10,PASS,7.3034e-01,7.3034e-01,6.7044e-03,6.7044e-03,2.3868e-04,2.3868e-04
240,8,64,8,7,2000|8|13|34|10x2|1800;2000|8|14|12|10|6|2048;3200|8|9|15|11|10|2048;1600|8|7|13|5x2|2048;2000|8|10|4|5x2|1200;1600|8|14|12|7|11|1800;1600|8|42|9|4|9|1024;3200|8|15x2|18|7|2048,0|1|2x5,0x8,10,10,PASS,7.8406e-01,7.8406e-01,7.1476e-03,7.1476e-03,2.8922e-04,2.8922e-04
241,8,64,4,40,1600|8|10x2|9|15|7|6|9|8|13|10|9|24|8|14|12|7|21|12|7|14|7|13|5|10|12|9|10|12|15|9|15|9|5|13|14|5|6|1200;3200|8|7|10|13|14|11|14|13|8|9|14|30|13|7|12x2|8|9|12|15|6|9|14|6|11|15|6|7|10|9|12x2|6|9|6|8|10|13|1024;1600|8|12x3|6|15|5|15|5|6|13|5|12|14|10|14|15|8x2|5|10|6|2|8|6|9|17|12|21|6|5|8x2|10|12|15|2|4|1024;2000|8|6|7x2|15|7|15|11|24|5x2|7|18|10|12|8|11|7|11|14|10|21|9|23|11|10|8|15|13|3|5|6|14|12|8|14|3|7|1800,0|1|2x38,0x4,10,10,PASS,8.5237e-01,8.5237e-01,7.0971e-03,7.0971e-03,2.9265e-04,2.9265e-04
242,8,64,1,51,3200|8|15|3|7|11|14|12|7|15|5|15|12|5|15|7|12|6|15|14|15x2|13|11|15|6|10|6|8|10|8|9|13|32|13|11|3|15|10|14|12|11|9|5|14|12|15|13|14x2|1024,0|1|2x49,0,10,10,PASS,8.3373e-01,8.3373e-01,6.9492e-03,6.9492e-03,2.6709e-04,2.6709e-04
243,8,64,8,45,2000|8|14|10|8|5|9|5|11|6|15|8|10|15|27|7|12|5|6|10|9|10|13|12|9|6|10x2|31|7|6|29|9|11|5|11|12x2|6|10|5|6|2|8|1200;2400|8|13|29|12|9|8|6|9|5|14|6|13|21|12|14|5|10|8|12|35|34|6|32|3|10|15|9x3|6|5|8|4|12|11|12|5|8|13|14|48|15|9|1800;1600|8|12|11|14|7|15|5|15|6|50|3|9|5|14x2|6|10x2|14|7|3|10x2|14|15|10|14x2|5|6x2|9|15x2|2|7x2|15|13|7|13|6|7|1200;1600|8|13x2|6x2|15|8|7|5|11x2|5|4|30|12|7|13x2|15x2|9x2|46|7|13|15|7|10|24|12|11|14|11|10|6|11|15x2|6|12|5|12|9|1200;2400|8|15|43|14x2|8|14|12|7|6|8x4|6|12|11|14|10|6|12|13|5|6x2|9|5|14|10|5|6|13|10|8|37|6|12|13|5|22|13|9|7|1200;3200|8|12|4|15|48|6|15|13|9|11|8|14|9|6|13|11|15|10|15|13|9|14|15|12x2|10|8|6|15|5|15|11|7|13|12|7|5|8|6|13|9x2|6|1024;2400|8|15|9|13|12x2|13|4|8|5|14|12|11|13|11|14|7|11|8|14|8|5|9|11|14|6|12|11|2|14|7|10|7|8|11|10|5|15|8|14|10|14|7|2048;1600|8|6|8|14|15|6|11|9|11|8|3|7x2|10|8|7|14|10|8|10|15x2|13|14|6|8|34|6|10|3|10|9|10|6|41|14|15x2|7x2|5|3|9|1024,0|1|2x43,0x8,10,10,PASS,9.2073e-01,9.2073e-01,7.0942e-03,7.0942e-03,2.8746e-04,2.8746e-04
244,8,64,8,28,1600|8|15|12|46|5x3|6|3|6|10|14|8x2|7|10|11|7|8|10|34|10|14|3|4|10|1200;1600|8|12|8|11|12|5|7|14|6|7|9|11x2|7|8|6|5x2|15x2|10|3|5|14|13|8|1200;2000|8|14|11|9|5|8|12|7|11|9|15|7|5|8|15|5|14|15|10|5|13|15|10|27|5|10|1800;2400|8|11|15|11|13x2|11x2|14|12|9|5|11|14|11|6|34|16|12|9|15|5|4|17|11|15|1200;2400|8|5|7|11|13|8x2|12|13|15|12|8|12|45|36|9|13|14|5|11x2|8|6|48|8|10|1024;1600|8|3|5|10|12|7|13|8|9|14|7|9|4|9|5|7|13|8|6|9|11|7|15|9x2|8|1024;1600|8|5|12|11|6x2|10|5|8|5|13|10|7|8|39|13|8|25|14|9x2|6|7|10|13|8|2048;2400|8|15|13|8|14|8|10|15|13|5|9|14|49|14|6|10|9|12|15|6|13|14|9|13|12|5|1200,0|1|2x26,0x8,10,10,PASS,1.0644e+00,1.0644e+00,7.1982e-03,7.1982e-03,3.0071e-04,3.0071e-04
245,8,64,2,51,1600|8|6|2|13|7|9|5|8|15|13|9|7|9|12x2|39|8x2|15|29|7x2|12|14|8x2|10|3|8|7|12|10|15|49|12|14|42|7|4|6|17|13|5|12|5|12|8|13|9|1800;2400|8|11|13|10|6|7|16|3|10|5|8|13|9|11|15|9|6|2|9|28|5|13|7|12|5x2|8|4|10|13|14x2|11|7|9|5|6|5|10|11|12|5|7|14|11|2|12|10|6|1200,0|1|2x49,0x2,10,10,PASS,9.2838e-01,9.2838e-01,7.1144e-03,7.1144e-03,2.8566e-04,2.8566e-04
246,8,64,2,117,3200|8|4|2|11|9|14|47|12|11|5|6|8|6|5|8|12|6|14|3|9|12|2|5|14|4|9|43|5|9|42|5|7|2|14|2|8|13|10|13|14|12|11|12|9x2|14x2|7|8|7|2|13|7|5x2|9|49|44|13|2|6x2|9|8|12|14|5|10|12|9|7|11|13|12|13x2|12|11x2|15|12|7|6|8|5|9|14|9|7x2|9|8|14|6|16|15|11|14|8|6|7|9|5|6|9|15|12|15|5|11|9|14|11|15|7|1200;1600|8|11|10|11|2|10|3|8|10|13x2|14|11|14|15|12|5x2|10|19|13|2|7|6|12|5|6|11|10|6|10x2|7|6|3|11x2|7|8|13|9|3|12|10|11|12|3|30|13|5|10|9x2|10|5|12|14|13|9|10|5|12|6|9|7|9|12|13|8|2|9|14x2|6|12|8|9|7|10|11|15|13|5|13|12|15|10|6|5|4|49|12x2|14x2|2|15|12|10|14|7|10|15|5x2|10|48|11|8|12x2|13|10|13|14|1024,0|1|2x115,0x2,10,10,PASS,6.2696e-01,6.2696e-01,6.9192e-03,6.9192e-03,2.6673e-04,2.6673e-04
